design_id,site,solar_mw_initial,batt_mw_initial,solar_battery_ratio,year,capacity_fraction,solar_degradation,mean_soc,soc_p90,efc,mean_temp,c_rate_max,c_rate_mean,mean_soc_relative,soc_p90_relative,efc_relative,c_rate_max_relative,c_rate_mean_relative,uptime_pct
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,0,1.0,1.0,0.8167980079210599,1.0,186.61529207077066,29.998079899040018,0.25,0.061840296611186805,1.0,1.0,1.0,1.0,1.0,99.98858447488584
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,1,0.9734763469622494,0.99,0.8111919093189667,1.0,191.71155244346457,29.998120892677587,0.2568115812778909,0.06337739282859764,0.9931364932973306,1.0,1.027308910840818,1.0272463251115636,1.024855899820066,99.98858447488584
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,2,0.960192424444698,0.9845550000000001,0.8082528854590109,1.0,194.36041692660555,29.998142274818026,0.2603644786560162,0.06419334149452348,0.9895382672592477,1.0,1.0415031628431484,1.0414579146240648,1.0380503492428432,99.96575342465754
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,3,0.949381981554514,0.9791399475000001,0.8057436434571503,1.0,196.5697569915462,29.998160117196576,0.26332920242561486,0.06487227562827298,0.9864662200976156,1.0,1.0533421715354414,1.0533168097024594,1.0490291797296731,99.96575342465754
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,4,0.9399488656534698,0.9737546777887501,0.8034547693072278,1.0,198.53211488724784,29.998176021640163,0.26597191521285085,0.06549758530549617,0.9836639677320054,1.0,1.0638576972135698,1.0638876608514034,1.0591408659842645,99.94292237442922
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,5,0.931411996964704,0.9683990270609121,0.8013231122247574,1.0,200.3226090274526,29.998190692685814,0.2684096842371613,0.06604435869768854,0.981054195105483,1.0,1.0734522707361176,1.073638736948645,1.0679825666576965,99.92009132420091
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,6,0.9235363703963084,0.9630728324120772,0.7992910090382764,1.0,202.00464596176087,29.998204467882463,0.27069859727638,0.06654651596986884,0.9785663056067645,1.0,1.0824656635596297,1.08279438910552,1.076102794077328,99.90867579908675
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,7,0.916195343324014,0.9577759318338107,0.7973373112587289,1.0,203.599255065068,29.998217521270988,0.27286757329827105,0.06701742922580967,0.9761744072909004,1.0,1.0910105640638306,1.0914702931930842,1.083717784330393,99.90867579908675
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,8,0.9092724965300162,0.9525081642087249,0.7954396450948428,1.0,205.1272790440792,29.99823002418109,0.27494508076957674,0.06749021620449962,0.9738511080841404,1.0,1.0991986603449848,1.099780323078307,1.09136307396512,99.8972602739726
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,9,0.9027205036942842,0.9472693693055769,0.7935758427987843,1.0,206.59548699134345,29.9982420339479,0.2768721185867105,0.0679388092674267,0.9715692681702526,1.0,1.107066225381978,1.107488474346842,1.0986171313922302,99.86301369863013
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,10,0.8964693720586508,0.9420593877743962,0.7917501603685172,1.0,208.01675047962533,29.998253655881868,0.277074797768816,0.06833213586981032,0.9693340981373163,1.0,1.1146822330119577,1.108299191075264,1.104977492256225,99.86301369863013
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,11,0.8904795913791687,0.9368780611416371,0.7899574540184808,1.0,209.3979510245435,29.998264944999974,0.27720851084577064,0.06875042945644608,0.9671393004852026,1.0,1.122083558646056,1.1088340433830826,1.1117415863753997,99.86301369863013
1,Phoenix,230.1935099549019,174.6029562005702,0.3295956651651328,12,0.8847353382786742,0.9317252318053582,0.7881977675916818,1.0,210.7406337606244,29.998275914952423,0.2772766446229087,0.0691480105561065,0.9649849288905927,1.0,1.1292784820694364,1.1091065784916347,1.1181707453776628,99.84018264840184
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,0,1.0,1.0,0.7896803616085958,1.0,227.73682636980558,29.998381901162336,0.25,0.07727861959788966,1.0,1.0,1.0,1.0,1.0,100.0
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,1,0.9724682093922156,0.99,0.783493987747889,1.0,234.23270339301519,29.998416887707986,0.2570778125037608,0.07942842605218242,0.992165977322641,1.0,1.0285236126574515,1.0283112500150433,1.0278189034105296,99.98858447488584
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,2,0.9582823946348129,0.9845550000000001,0.7801559493538355,1.0,237.7168143798504,29.998435699379307,0.26088343206521214,0.08060547451914135,0.9879389019686916,1.0,1.0438224602016672,1.0435337282608486,1.0430501338994225,99.98858447488584
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,3,0.946637965124653,0.9791399475000001,0.7773091810748832,1.0,240.65966782546735,29.99845156228743,0.26409251393913835,0.08159930622463661,0.9843339392301561,1.0,1.056744627830535,1.0563700557565534,1.055910504732475,99.98858447488584
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,4,0.936429240540236,0.9737546777887501,0.7747352458647765,1.0,243.30321999583262,29.998465793916736,0.26697158650852504,0.08246536860284225,0.9810744745970689,1.0,1.0683525535775662,1.0678863460341002,1.0671175162281783,99.98858447488584
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,5,0.92717221550571,0.9683990270609121,0.7723416234266437,1.0,245.74524379949392,29.99847896974979,0.26963707045906443,0.0832379583966714,0.9780433463653159,1.0,1.0790755615450869,1.0785482818362577,1.0771149747470965,99.9771689497717
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,6,0.9186007963954523,0.9630728324120772,0.7700731310923842,1.0,248.04530151998495,29.998491406517555,0.272153040777875,0.08398760863977832,0.9751706747825521,1.0,1.0891751917065968,1.0886121631115,1.0868155911272497,99.9771689497717
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,7,0.9106028666888213,0.9577759318338107,0.7679065439694938,1.0,250.2319670448628,29.99850322233499,0.27454339223536844,0.08464934278188639,0.9724270493510206,1.0,1.0987769129553469,1.0981735689414738,1.0953785564797798,99.9771689497717
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,8,0.9030471272441625,0.9525081642087249,0.7658144578130661,1.0,252.3344919370765,29.998514577136966,0.2768404798129721,0.08534350427084672,0.9697777671121081,1.0,1.1080091698798356,1.1073619192518884,1.1043611378531573,99.96575342465754
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,9,0.8958913070614294,0.9472693693055769,0.7637903475482932,1.0,254.35981214372816,29.99852550752804,0.2790517086498061,0.08595933588635594,0.9672145651342221,1.0,1.1169024184551137,1.1162068345992244,1.1123301158022152,99.95433789954338
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,10,0.8890651000814125,0.9420593877743962,0.761818649473907,1.0,256.32323938890164,29.99853609842122,0.2811942567277776,0.08658951616640342,0.9647177345553664,1.0,1.1255238929723057,1.1247770269111104,1.1204847681928318,99.95433789954338
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,11,0.8825168128675367,0.9368780611416371,0.7598910116182344,1.0,258.23612034306854,29.998546412090214,0.28328072208356253,0.0871522082482014,0.9622766989802306,1.0,1.1339234170398833,1.1331228883342501,1.127766110493275,99.95433789954338
2,Phoenix,371.6657509005507,141.6304155433956,0.6560486133479433,12,0.8762430873364507,0.9317252318053582,0.758008968497737,1.0,260.0964924700219,29.998556437911116,0.28530895548623897,0.08775102913575034,0.9598934016209502,1.0,1.1420923730959074,1.1412358219449559,1.1355149663950086,99.95433789954338
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,0,1.0,1.0,0.8339976805457183,1.0,173.2432853881793,29.997964948254264,0.25,0.05834246816053152,1.0,1.0,1.0,1.0,1.0,100.0
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,1,0.9736609802837947,0.99,0.8290972386722464,1.0,177.96823470661593,29.998012560811695,0.2567628826279267,0.059824590441567335,0.9941241540740672,1.0,1.027273491771122,1.0270515305117067,1.025403832367148,100.0
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,2,0.9606065318183117,0.9845550000000001,0.8265327403709318,1.0,180.4080161733826,29.998032092318308,0.26025223826739996,0.06056614782661439,0.9910492075111026,1.0,1.0413564702906066,1.0410089530695998,1.038114254267823,100.0
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,3,0.9500136522907784,0.9791399475000001,0.8243489675308098,1.0,182.4412660619319,29.998048335427715,0.26315411299318936,0.061187826004658455,0.9884307675668894,1.0,1.0530928552477117,1.0526164519727574,1.0487699258162653,100.0
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,4,0.9407878207874063,0.9737546777887501,0.8223709972992381,1.0,184.2524797377994,29.998062780326524,0.26573473261033376,0.061751997288652286,0.9860590940266496,1.0,1.063547596231232,1.062938930441335,1.0584399192495477,100.0
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,5,0.9324507941892634,0.9683990270609121,0.8205218070167645,1.0,185.92206966096796,29.998076079482985,0.2681106623083174,0.06222453367155257,0.9838418333248409,1.0,1.0731848524136438,1.0724426492332697,1.0665392746213513,100.0
3,Phoenix,250.94813047968591,187.72823500263118,0.3341907125427465,6,0.9247645235453359,0.9630728324120772,0.8187646570839608,1.0,187.49005624442415,29.99808855300526,0.2703390902600341,0.06273251830113803,0.9817349330614566,1.0,1.082235630802791,1.0813563610401364,1.0752462190753933,100.0
